ministry_rank,org_code,ministry_or_organisation,registration_count,category_code,parent_category_code,stage,category_name,category_path,level_1_category,level_2_subcategory,level_3_subcategory,level_4_subcategory,level_5_subcategory,level_6_subcategory,level_7_subcategory,is_leaf_category,field_set_id,input_fields_for_ui,destination_routing_codes
11,DOURD,Housing and Urban Affairs,1887,3705,3620,8,NID Works,NBCC > NBCC > Regarding Contract/ Tax/ Bill Payment/ Project > INDIA > Andhra Pradesh > Vijaywada > NID Works,NBCC,NBCC,Regarding Contract/ Tax/ Bill Payment/ Project,INDIA,Andhra Pradesh,Vijaywada,NID Works,Yes,,,"DOURD,NBCCU"
11,DOURD,Housing and Urban Affairs,1887,3706,3621,8,IIM Visakhapatnam,NBCC > NBCC > Regarding Contract/ Tax/ Bill Payment/ Project > INDIA > Andhra Pradesh > Visakhapatnam > IIM Visakhapatnam,NBCC,NBCC,Regarding Contract/ Tax/ Bill Payment/ Project,INDIA,Andhra Pradesh,Visakhapatnam,IIM Visakhapatnam,Yes,,,"DOURD,NBCCU"
11,DOURD,Housing and Urban Affairs,1887,3707,3622,8,AP Land monetisation work,NBCC > NBCC > Regarding Contract/ Tax/ Bill Payment/ Project > INDIA > Andhra Pradesh > Others > AP Land monetisation work,NBCC,NBCC,Regarding Contract/ Tax/ Bill Payment/ Project,INDIA,Andhra Pradesh,Others,AP Land monetisation work,Yes,,,"DOURD,NBCCU,NBCCL"
11,DOURD,Housing and Urban Affairs,1887,3708,3623,8,"NACIN  Works,hyderabad","NBCC > NBCC > Regarding Contract/ Tax/ Bill Payment/ Project > INDIA > Telangana > Hyderabad > NACIN  Works,hyderabad",NBCC,NBCC,Regarding Contract/ Tax/ Bill Payment/ Project,INDIA,Telangana,Hyderabad,"NACIN  Works,hyderabad",Yes,,,"DOURD,NBCCU"
11,DOURD,Housing and Urban Affairs,1887,3709,3623,8,NIA Works Hyderabad,NBCC > NBCC > Regarding Contract/ Tax/ Bill Payment/ Project > INDIA > Telangana > Hyderabad > NIA Works Hyderabad,NBCC,NBCC,Regarding Contract/ Tax/ Bill Payment/ Project,INDIA,Telangana,Hyderabad,NIA Works Hyderabad,Yes,,,"DOURD,NBCCU"
11,DOURD,Housing and Urban Affairs,1887,3710,3495,4,Technical Issues,NBCC > NSL > Technical Issues,NBCC,NSL,Technical Issues,,,,,Yes,,,"DOURD,NBCCU,NBCCE"
11,DOURD,Housing and Urban Affairs,1887,3711,3495,4,Finance related,NBCC > NSL > Finance related,NBCC,NSL,Finance related,,,,,Yes,,,"DOURD,NBCCU,NBCCE"
11,DOURD,Housing and Urban Affairs,1887,3712,3495,4,HRM Related,NBCC > NSL > HRM Related,NBCC,NSL,HRM Related,,,,,Yes,,,"DOURD,NBCCU,NBCCE"
11,DOURD,Housing and Urban Affairs,1887,3713,3495,4,Others,NBCC > NSL > Others,NBCC,NSL,Others,,,,,Yes,,,"DOURD,NBCCU,NBCCE"
11,DOURD,Housing and Urban Affairs,1887,3714,3496,4,Regarding Employee,NBCC > HSCL > Regarding Employee,NBCC,HSCL,Regarding Employee,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLB"
11,DOURD,Housing and Urban Affairs,1887,3715,3496,4,Regarding Service,NBCC > HSCL > Regarding Service,NBCC,HSCL,Regarding Service,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLB"
11,DOURD,Housing and Urban Affairs,1887,3716,3496,4,Regarding Admin,NBCC > HSCL > Regarding Admin,NBCC,HSCL,Regarding Admin,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLB"
11,DOURD,Housing and Urban Affairs,1887,3717,3496,4,Regarding HRM,NBCC > HSCL > Regarding HRM,NBCC,HSCL,Regarding HRM,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLB"
11,DOURD,Housing and Urban Affairs,1887,3718,3496,4,Regarding Salary,NBCC > HSCL > Regarding Salary,NBCC,HSCL,Regarding Salary,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLC"
11,DOURD,Housing and Urban Affairs,1887,3719,3496,4,Regarding Finance,NBCC > HSCL > Regarding Finance,NBCC,HSCL,Regarding Finance,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLC"
11,DOURD,Housing and Urban Affairs,1887,3720,3496,4,Regarding RTI,NBCC > HSCL > Regarding RTI,NBCC,HSCL,Regarding RTI,,,,,Yes,,,"DOURD,NBCCU,HSCLA"
11,DOURD,Housing and Urban Affairs,1887,3721,3496,4,Regarding IT,NBCC > HSCL > Regarding IT,NBCC,HSCL,Regarding IT,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLD"
11,DOURD,Housing and Urban Affairs,1887,3722,3496,4,Regarding Pension,NBCC > HSCL > Regarding Pension,NBCC,HSCL,Regarding Pension,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLD"
11,DOURD,Housing and Urban Affairs,1887,3723,3496,4,Regarding Finance Audit,NBCC > HSCL > Regarding Finance Audit,NBCC,HSCL,Regarding Finance Audit,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLC"
11,DOURD,Housing and Urban Affairs,1887,3724,3496,4,Regarding Award of Works Contract,NBCC > HSCL > Regarding Award of Works Contract,NBCC,HSCL,Regarding Award of Works Contract,,,,,Yes,,,"DOURD,NBCCU,HSCLA"
11,DOURD,Housing and Urban Affairs,1887,3725,3496,4,Regarding Ministry Coordination,NBCC > HSCL > Regarding Ministry Coordination,NBCC,HSCL,Regarding Ministry Coordination,,,,,Yes,,,"DOURD,NBCCU,HSCLA"
11,DOURD,Housing and Urban Affairs,1887,3726,3496,4,Regarding Tax,NBCC > HSCL > Regarding Tax,NBCC,HSCL,Regarding Tax,,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLE"
11,DOURD,Housing and Urban Affairs,1887,3727,3496,4,Regarding Contract/Bill Payment/Project,NBCC > HSCL > Regarding Contract/Bill Payment/Project,NBCC,HSCL,Regarding Contract/Bill Payment/Project,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3728,3496,4,Others,NBCC > HSCL > Others,NBCC,HSCL,Others,,,,,Yes,,,"DOURD,NBCCU,HSCLA"
11,DOURD,Housing and Urban Affairs,1887,3729,3727,5,West Bengal,NBCC > HSCL > Regarding Contract/Bill Payment/Project > West Bengal,NBCC,HSCL,Regarding Contract/Bill Payment/Project,West Bengal,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3730,3727,5,Odisha,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Odisha,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Odisha,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3731,3727,5,Bihar,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Bihar,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Bihar,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3732,3727,5,Jharkhand,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Jharkhand,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Jharkhand,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3733,3727,5,Chattisgarh,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Chattisgarh,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Chattisgarh,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3734,3727,5,Madhya Pradesh,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Madhya Pradesh,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Madhya Pradesh,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3735,3727,5,Gujarat,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Gujarat,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Gujarat,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3736,3727,5,Maharashtra,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Maharashtra,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Maharashtra,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3737,3727,5,Delhi,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Delhi,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Delhi,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLK"
11,DOURD,Housing and Urban Affairs,1887,3738,3727,5,Uttarakhand,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Uttarakhand,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Uttarakhand,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3739,3727,5,UP,NBCC > HSCL > Regarding Contract/Bill Payment/Project > UP,NBCC,HSCL,Regarding Contract/Bill Payment/Project,UP,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3740,3727,5,Rajasthan,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Rajasthan,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Rajasthan,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLK"
11,DOURD,Housing and Urban Affairs,1887,3741,3727,5,Himachal Pradesh,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Himachal Pradesh,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Himachal Pradesh,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLK"
11,DOURD,Housing and Urban Affairs,1887,3742,3727,5,Punjab,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Punjab,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Punjab,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLK"
11,DOURD,Housing and Urban Affairs,1887,3743,3727,5,Karnataka,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Karnataka,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Karnataka,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3744,3727,5,Tamilnadu,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Tamilnadu,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Tamilnadu,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3745,3727,5,Telangana,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Telangana,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Telangana,,,,Yes,,,
11,DOURD,Housing and Urban Affairs,1887,3746,3727,5,Andhra Pradesh,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Andhra Pradesh,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Andhra Pradesh,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3747,3727,5,Tripura,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Tripura,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Tripura,,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLM"
11,DOURD,Housing and Urban Affairs,1887,3748,3729,6,Kolkata,NBCC > HSCL > Regarding Contract/Bill Payment/Project > West Bengal > Kolkata,NBCC,HSCL,Regarding Contract/Bill Payment/Project,West Bengal,Kolkata,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3749,3729,6,Durgapur,NBCC > HSCL > Regarding Contract/Bill Payment/Project > West Bengal > Durgapur,NBCC,HSCL,Regarding Contract/Bill Payment/Project,West Bengal,Durgapur,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLN"
11,DOURD,Housing and Urban Affairs,1887,3750,3730,6,Bhubaneswar,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Odisha > Bhubaneswar,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Odisha,Bhubaneswar,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLG"
11,DOURD,Housing and Urban Affairs,1887,3751,3730,6,"Duburi,Jajapur","NBCC > HSCL > Regarding Contract/Bill Payment/Project > Odisha > Duburi,Jajapur",NBCC,HSCL,Regarding Contract/Bill Payment/Project,Odisha,"Duburi,Jajapur",,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLG"
11,DOURD,Housing and Urban Affairs,1887,3752,3730,6,Rourkela,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Odisha > Rourkela,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Odisha,Rourkela,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLE"
11,DOURD,Housing and Urban Affairs,1887,3753,3731,6,Patna,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Bihar > Patna,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Bihar,Patna,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLH"
11,DOURD,Housing and Urban Affairs,1887,3754,3732,6,Ranchi,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Jharkhand > Ranchi,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Jharkhand,Ranchi,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLH"
11,DOURD,Housing and Urban Affairs,1887,3755,3732,6,Bokaro,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Jharkhand > Bokaro,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Jharkhand,Bokaro,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLN"
11,DOURD,Housing and Urban Affairs,1887,3756,3733,6,Bhilai,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Chattisgarh > Bhilai,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Chattisgarh,Bhilai,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLE"
11,DOURD,Housing and Urban Affairs,1887,3757,3733,6,"Bastar,Nagarnar","NBCC > HSCL > Regarding Contract/Bill Payment/Project > Chattisgarh > Bastar,Nagarnar",NBCC,HSCL,Regarding Contract/Bill Payment/Project,Chattisgarh,"Bastar,Nagarnar",,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLO"
11,DOURD,Housing and Urban Affairs,1887,3758,3734,6,Sagar,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Madhya Pradesh > Sagar,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Madhya Pradesh,Sagar,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLJ"
11,DOURD,Housing and Urban Affairs,1887,3759,3735,6,Ahmedabad,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Gujarat > Ahmedabad,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Gujarat,Ahmedabad,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLJ"
11,DOURD,Housing and Urban Affairs,1887,3760,3735,6,Vadodara,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Gujarat > Vadodara,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Gujarat,Vadodara,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLJ"
11,DOURD,Housing and Urban Affairs,1887,3761,3736,6,Pune,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Maharashtra > Pune,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Maharashtra,Pune,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLJ"
11,DOURD,Housing and Urban Affairs,1887,3762,3736,6,Mumbai,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Maharashtra > Mumbai,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Maharashtra,Mumbai,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLJ"
11,DOURD,Housing and Urban Affairs,1887,3763,3736,6,Nagpur,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Maharashtra > Nagpur,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Maharashtra,Nagpur,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLJ"
11,DOURD,Housing and Urban Affairs,1887,3764,3738,6,Dehradun,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Uttarakhand > Dehradun,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Uttarakhand,Dehradun,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLK"
11,DOURD,Housing and Urban Affairs,1887,3765,3739,6,Varanasi,NBCC > HSCL > Regarding Contract/Bill Payment/Project > UP > Varanasi,NBCC,HSCL,Regarding Contract/Bill Payment/Project,UP,Varanasi,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLK"
11,DOURD,Housing and Urban Affairs,1887,3766,3743,6,Bangalore,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Karnataka > Bangalore,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Karnataka,Bangalore,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLL"
11,DOURD,Housing and Urban Affairs,1887,3767,3744,6,Chennai,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Tamilnadu > Chennai,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Tamilnadu,Chennai,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLL"
11,DOURD,Housing and Urban Affairs,1887,3768,3746,6,Hyderabad,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Andhra Pradesh > Hyderabad,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Andhra Pradesh,Hyderabad,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLL"
11,DOURD,Housing and Urban Affairs,1887,3769,3746,6,Vizag,NBCC > HSCL > Regarding Contract/Bill Payment/Project > Andhra Pradesh > Vizag,NBCC,HSCL,Regarding Contract/Bill Payment/Project,Andhra Pradesh,Vizag,,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLL"
11,DOURD,Housing and Urban Affairs,1887,3770,3748,7,Kolkata Project,NBCC > HSCL > Regarding Contract/Bill Payment/Project > West Bengal > Kolkata > Kolkata Project,NBCC,HSCL,Regarding Contract/Bill Payment/Project,West Bengal,Kolkata,Kolkata Project,,Yes,,,"DOURD,NBCCU,HSCLA,HSCLF"
11,DOURD,Housing and Urban Affairs,1887,3771,3497,4,Technical Issues,NBCC > HSCC > Technical Issues,NBCC,HSCC,Technical Issues,,,,,Yes,,,"DOURD,NBCCU,HSCCA,HSCCB"
11,DOURD,Housing and Urban Affairs,1887,3772,3497,4,Finance related,NBCC > HSCC > Finance related,NBCC,HSCC,Finance related,,,,,Yes,,,"DOURD,NBCCU,HSCCA,HSCCB"
11,DOURD,Housing and Urban Affairs,1887,3773,3497,4,HRM Related,NBCC > HSCC > HRM Related,NBCC,HSCC,HRM Related,,,,,Yes,,,"DOURD,NBCCU,HSCCA,HSCCB"
11,DOURD,Housing and Urban Affairs,1887,3774,3497,4,Others,NBCC > HSCC > Others,NBCC,HSCC,Others,,,,,Yes,,,"DOURD,NBCCU,HSCCA,HSCCB"
11,DOURD,Housing and Urban Affairs,1887,3775,2426,2,L&DO,L&DO,L&DO,,,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3776,3775,3,Land related,L&DO > Land related,L&DO,Land related,,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3777,3775,3,Vigilance Related,L&DO > Vigilance Related,L&DO,Vigilance Related,,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3778,3775,3,Adminstration/ Establishment related Pay & Allowance Related,L&DO > Adminstration/ Establishment related Pay & Allowance Related,L&DO,Adminstration/ Establishment related Pay & Allowance Related,,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3779,3775,3,Others,L&DO > Others,L&DO,Others,,,,,,Yes,,,"DOURD,LDOUD"
11,DOURD,Housing and Urban Affairs,1887,3780,3776,4,Administration of Nazul Land/ land,L&DO > Land related > Administration of Nazul Land/ land,L&DO,Land related,Administration of Nazul Land/ land,,,,,Yes,317,Shops/Markets/Rehabilitation colonies (required; Dropdown; Alnum); Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU4"
11,DOURD,Housing and Urban Affairs,1887,3781,3776,4,Allotment of land,L&DO > Land related > Allotment of land,L&DO,Land related,Allotment of land,,,,,Yes,317,Shops/Markets/Rehabilitation colonies (required; Dropdown; Alnum); Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU4"
11,DOURD,Housing and Urban Affairs,1887,3782,3776,4,Encroachment,L&DO > Land related > Encroachment,L&DO,Land related,Encroachment,,,,,Yes,317,Shops/Markets/Rehabilitation colonies (required; Dropdown; Alnum); Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU4"
11,DOURD,Housing and Urban Affairs,1887,3783,3776,4,Unauthorized Construction,L&DO > Land related > Unauthorized Construction,L&DO,Land related,Unauthorized Construction,,,,,Yes,317,Shops/Markets/Rehabilitation colonies (required; Dropdown; Alnum); Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU4"
11,DOURD,Housing and Urban Affairs,1887,3784,3776,4,Misuse of property,L&DO > Land related > Misuse of property,L&DO,Land related,Misuse of property,,,,,Yes,317,Shops/Markets/Rehabilitation colonies (required; Dropdown; Alnum); Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU4"
11,DOURD,Housing and Urban Affairs,1887,3785,3776,4,Ownership Dispute,L&DO > Land related > Ownership Dispute,L&DO,Land related,Ownership Dispute,,,,,Yes,317,Shops/Markets/Rehabilitation colonies (required; Dropdown; Alnum); Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU4"
11,DOURD,Housing and Urban Affairs,1887,3786,3776,4,Change in land use,L&DO > Land related > Change in land use,L&DO,Land related,Change in land use,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3787,3776,4,Delay in allotment,L&DO > Land related > Delay in allotment,L&DO,Land related,Delay in allotment,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3788,3776,4,Leasehold into freehold,L&DO > Land related > Leasehold into freehold,L&DO,Land related,Leasehold into freehold,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3791,3776,4,Mutation,L&DO > Land related > Mutation,L&DO,Land related,Mutation,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3792,3776,4,Substitution,L&DO > Land related > Substitution,L&DO,Land related,Substitution,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3793,3776,4,Re- Settlement,L&DO > Land related > Re- Settlement,L&DO,Land related,Re- Settlement,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3794,3776,4,Land acquisition,L&DO > Land related > Land acquisition,L&DO,Land related,Land acquisition,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3795,3776,4,Refund & Compensation,L&DO > Land related > Refund & Compensation,L&DO,Land related,Refund & Compensation,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3796,3776,4,Nazul Leases Resettlement,L&DO > Land related > Nazul Leases Resettlement,L&DO,Land related,Nazul Leases Resettlement,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3797,3776,4,Rehabilitation Colonies with no lease deed,L&DO > Land related > Rehabilitation Colonies with no lease deed,L&DO,Land related,Rehabilitation Colonies with no lease deed,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3798,3776,4,Amount charged for various services,L&DO > Land related > Amount charged for various services,L&DO,Land related,Amount charged for various services,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3799,3776,4,Administration of rehabilitation properties to the displaced person during partition,L&DO > Land related > Administration of rehabilitation properties to the displaced person during partition,L&DO,Land related,Administration of rehabilitation properties to the displaced person during partition,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3800,3776,4,Temporary allotment of vacant sites & Survey of lands,L&DO > Land related > Temporary allotment of vacant sites & Survey of lands,L&DO,Land related,Temporary allotment of vacant sites & Survey of lands,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3801,3776,4,Others,L&DO > Land related > Others,L&DO,Land related,Others,,,,,No,,,
11,DOURD,Housing and Urban Affairs,1887,3802,3776,4,Preparation of site plan,L&DO > Land related > Preparation of site plan,L&DO,Land related,Preparation of site plan,,,,,Yes,321,Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU8"
11,DOURD,Housing and Urban Affairs,1887,3803,3776,4,"Inspection of Government Vacant lands, Lease hold properties under L&Do","L&DO > Land related > Inspection of Government Vacant lands, Lease hold properties under L&Do",L&DO,Land related,"Inspection of Government Vacant lands, Lease hold properties under L&Do",,,,,Yes,321,Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU8"
11,DOURD,Housing and Urban Affairs,1887,3804,3776,4,Demarcation of land parcels,L&DO > Land related > Demarcation of land parcels,L&DO,Land related,Demarcation of land parcels,,,,,Yes,321,Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU8"
11,DOURD,Housing and Urban Affairs,1887,3805,3776,4,Calculation of premium of land and AGR.,L&DO > Land related > Calculation of premium of land and AGR.,L&DO,Land related,Calculation of premium of land and AGR.,,,,,Yes,321,Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU8"
11,DOURD,Housing and Urban Affairs,1887,3806,3776,4,Survey of government land for the purpose of allotment,L&DO > Land related > Survey of government land for the purpose of allotment,L&DO,Land related,Survey of government land for the purpose of allotment,,,,,Yes,321,Property ID (required; Textbox; Alnum),"DOURD,LDOUD,LDOU8"
11,DOURD,Housing and Urban Affairs,1887,3807,3777,4,Non Employee Related,L&DO > Vigilance Related > Non Employee Related,L&DO,Vigilance Related,Non Employee Related,,,,,Yes,323,Name (optional; Textbox; Alnum); Employee No. (optional; Textbox; Alnum); Designation (optional; Textbox; Alnum); Status of employment (Contractual/regular/permanent) (optional; Textbox; Alnum),"DOURD,LDOUD,LDOU3"
11,DOURD,Housing and Urban Affairs,1887,3808,3777,4,Employee Related,L&DO > Vigilance Related > Employee Related,L&DO,Vigilance Related,Employee Related,,,,,Yes,323,Name (optional; Textbox; Alnum); Employee No. (optional; Textbox; Alnum); Designation (optional; Textbox; Alnum); Status of employment (Contractual/regular/permanent) (optional; Textbox; Alnum),"DOURD,LDOUD,LDOU3"
11,DOURD,Housing and Urban Affairs,1887,3809,3777,4,Others,L&DO > Vigilance Related > Others,L&DO,Vigilance Related,Others,,,,,Yes,323,Name (optional; Textbox; Alnum); Employee No. (optional; Textbox; Alnum); Designation (optional; Textbox; Alnum); Status of employment (Contractual/regular/permanent) (optional; Textbox; Alnum),"DOURD,LDOUD,LDOU3"
11,DOURD,Housing and Urban Affairs,1887,3810,3778,4,Compassionate appointment related,L&DO > Adminstration/ Establishment related Pay & Allowance Related > Compassionate appointment related,L&DO,Adminstration/ Establishment related Pay & Allowance Related,Compassionate appointment related,,,,,Yes,324,PPO No (optional; Textbox; Alnum); Name of the Employee (optional; Textbox; Alnum); Employee No. (optional; Textbox; Alnum); Designation (optional; Textbox; Alnum); Date of birth (optional; Textbox; Date); Mobile No. (optional; Textbox; Alnum); Date of retirement (optional; Textbox; Date); Relationship with Deceased employee (optional; Textbox; Alnum); Date of Death (optional; Textbox; Date); Issue Date of death Certificate (optional; Textbox; Date); Certificate No (optional; Textbox; Alnum),"DOURD,LDOUD,LDOU7"
11,DOURD,Housing and Urban Affairs,1887,3811,3778,4,Pension & Other dues,L&DO > Adminstration/ Establishment related Pay & Allowance Related > Pension & Other dues,L&DO,Adminstration/ Establishment related Pay & Allowance Related,Pension & Other dues,,,,,Yes,324,PPO No (optional; Textbox; Alnum); Name of the Employee (optional; Textbox; Alnum); Employee No. (optional; Textbox; Alnum); Designation (optional; Textbox; Alnum); Date of birth (optional; Textbox; Date); Mobile No. (optional; Textbox; Alnum); Date of retirement (optional; Textbox; Date); Relationship with Deceased employee (optional; Textbox; Alnum); Date of Death (optional; Textbox; Date); Issue Date of death Certificate (optional; Textbox; Date); Certificate No (optional; Textbox; Alnum),"DOURD,LDOUD,LDOU7"
